,대출등급
74138,0
18830,2
67427,3
12420,2
43040,5
70382,2
93672,4
74609,0
73239,1
68951,0
59248,3
84483,3
84588,0
35497,0
59966,1
40912,2
87693,4
68936,1
22953,1
34441,1
57728,2
8192,2
34449,2
35021,4
62067,2
43819,2
50660,1
76544,5
48369,2
42317,3
59977,1
4166,0
6833,1
28209,0
35285,1
59397,1
2135,3
17724,0
56457,3
85655,2
85318,3
11474,1
68008,1
31438,4
15653,2
79463,2
46465,4
62508,1
33747,4
49431,2
6466,2
75126,2
3757,1
45469,3
85436,1
61504,1
94686,4
88767,4
87353,1
74064,1
26261,2
26505,1
290,3
11574,1
52763,0
68788,3
90187,4
68867,1
29290,1
43061,2
94915,1
88031,0
94245,0
40943,3
65192,2
47416,2
26574,3
15285,5
72667,0
74744,0
82084,5
5203,0
8001,1
44996,3
15012,1
49720,0
12286,2
36788,1
58586,3
14334,4
11138,2
41987,2
48641,2
9352,4
22624,2
33131,3
5828,2
79002,0
30747,3
62516,2
17235,0
72136,1
22293,6
7797,1
4062,0
26841,1
26497,1
60108,1
32871,0
77284,3
17067,0
66601,3
92895,2
29523,1
63828,2
88719,2
2417,1
89556,2
21326,1
5063,3
67105,1
25652,3
51938,2
45758,3
6387,0
66866,2
75399,0
60979,0
47482,4
53455,3
7495,1
50092,4
61405,0
30252,1
95800,2
10191,5
26742,2
62026,0
9431,3
83874,2
9198,2
32959,5
35349,1
30691,3
75208,4
78248,2
20197,2
79632,0
63700,2
17065,1
80718,1
43511,3
90566,0
81251,2
41473,0
199,2
91035,2
63993,1
50215,2
72521,4
92355,1
79212,2
21772,1
85308,4
81935,4
30009,1
66756,2
81783,1
72231,0
8151,1
6410,5
59798,1
62772,0
72312,4
31629,0
67393,0
73584,0
95950,0
61533,3
1016,0
22385,2
77958,1
41291,2
28390,0
9359,2
14363,3
71381,2
88190,4
25318,2
165,2
34879,0
92693,0
25547,0
93765,0
62787,1
50115,2
59038,2
74569,1
7012,0
53926,1
26926,4
29179,4
57331,0
85272,0
38685,0
728,1
31818,0
3099,1
39559,2
52451,2
82918,2
43042,2
89641,0
31969,1
56256,4
39615,2
6681,2
28591,1
84973,0
64478,3
87617,1
65559,3
31186,0
36425,2
79613,1
90695,2
20366,2
66587,1
72859,1
66421,0
10391,3
6706,3
33620,1
57438,1
9933,2
4603,2
60892,1
1713,1
28516,5
62532,1
74243,0
47987,3
68430,1
94502,2
6772,0
44604,1
86843,2
2285,2
44108,4
27770,2
90854,1
30185,4
37856,1
87916,2
79406,2
5596,2
20626,1
48400,4
16237,2
91905,0
94810,2
32052,2
88398,0
4031,2
49948,0
31879,4
78108,2
66809,2
87610,3
75829,5
85142,4
79414,3
84493,0
92445,1
46865,3
48356,1
39585,0
52505,1
83159,5
47550,1
76913,1
53867,0
20276,1
86461,4
29728,1
83207,0
64813,1
81288,2
86328,0
92949,3
47158,3
91210,0
1977,2
16834,1
18508,2
23924,2
78692,2
50254,5
27376,5
63601,0
22995,3
12195,2
64028,0
12947,2
43861,2
81673,2
70917,3
88207,1
22033,4
15775,0
81482,2
28062,2
91152,1
49400,0
6224,2
90061,3
64000,4
7702,0
41799,4
12648,1
69668,4
27149,4
43245,0
4275,0
81758,0
94440,0
37750,2
94921,2
87298,4
64375,1
46,0
66324,3
58750,1
9619,2
85484,1
66553,1
21402,3
204,2
12257,1
8392,0
69728,2
235,4
5390,2
44815,1
64152,1
46619,1
31859,1
91620,2
69282,4
61806,3
55286,2
2739,4
85387,4
31376,3
87624,1
32827,3
63517,4
64742,3
86649,2
48696,2
17916,1
92011,2
77052,3
55510,1
77712,2
12987,3
2433,2
36139,0
21427,3
17231,2
74013,4
32844,3
5423,0
92678,3
59651,1
11317,3
69963,2
43584,4
52626,3
50969,2
23838,1
74473,0
86923,0
84614,1
40199,2
56831,4
46276,3
80073,1
42843,2
64066,1
95919,2
2609,4
93535,1
8218,4
14430,3
11755,1
55090,0
25697,5
15897,1
92426,2
62274,1
77120,1
95735,0
11304,2
71188,0
24031,1
61204,2
4521,2
94377,2
62958,1
34545,0
86569,1
8277,0
46536,2
26247,1
46353,0
68086,0
46739,1
68402,2
4516,1
2150,3
60369,5
48103,1
89082,0
22669,1
42452,2
22457,2
61570,1
29845,1
34462,1
82556,2
21455,4
28771,4
16347,1
40358,4
36637,2
49011,2
42739,3
86480,1
70181,1
77625,3
28766,1
9186,1
61257,1
27020,0
62397,1
28006,1
61220,2
58117,1
19581,2
73123,0
20169,2
36118,1
74218,2
87612,0
92593,5
73491,3
87107,0
48360,0
45301,2
52766,2
44612,1
81188,2
59722,0
87132,3
48804,2
31188,2
69420,3
17554,1
10158,3
87346,0
14494,2
94659,0
13741,2
89396,0
88056,2
48397,0
72043,0
86417,2
18837,1
6601,1
4630,2
12040,2
39213,4
10094,0
27518,1
32174,2
23812,0
84466,1
56870,1
34833,0
31025,3
27703,2
64030,2
17930,4
65069,0
42195,4
10084,2
38851,1
17871,1
16961,2
73967,1
21057,2
51437,0
52197,3
64570,3
57955,1
12964,4
69130,1
15504,4
60774,2
48557,2
12663,3
71947,4
52824,2
57019,1
6197,1
2708,0
34551,3
30761,1
25089,3
12919,3
53444,1
51963,0
26710,3
71593,2
11222,1
43473,2
89479,0
90481,2
45917,2
71412,4
29030,4
29328,3
44938,0
89342,1
48352,1
73482,0
47907,3
60341,2
90505,1
12546,1
79601,1
37982,1
69326,3
68771,5
94142,3
10699,1
2049,1
23823,2
58482,5
32185,2
59068,2
68845,2
44091,1
85979,1
46783,1
9574,1
11569,0
50153,3
34840,2
16943,2
39858,2
68739,1
16295,3
65914,2
69094,4
17253,4
96127,2
85731,5
4905,1
74846,3
87478,1
46821,0
90575,3
37607,1
8313,3
8331,4
12338,1
18238,0
64533,3
80921,2
80673,1
55569,2
72812,1
67232,1
39174,5
24320,1
83899,2
44373,2
25777,1
49608,2
94538,1
80554,2
19990,0
20978,1
67988,1
18398,4
24990,1
25990,2
152,2
28042,1
33924,3
32557,3
47216,4
11781,2
33456,3
87990,0
31517,2
83806,3
45900,2
67074,1
37611,0
93769,2
38148,3
12209,3
1013,2
91568,3
28612,1
94156,4
47323,1
88335,2
56804,3
59354,1
64260,2
42294,3
24409,2
91503,2
81926,2
62986,3
60000,2
7195,4
44903,1
87372,1
66317,0
71147,0
22709,1
30521,1
55968,1
88051,1
90553,2
34103,1
95297,1
91483,4
81647,1
40679,0
29314,1
12879,0
25604,2
89451,0
54244,1
19975,3
74651,2
59238,1
53918,1
14497,3
44120,3
35790,0
25278,3
69015,3
27514,1
75004,2
670,2
25651,2
8906,3
15782,1
82111,0
11824,2
83930,0
35622,4
6819,0
47370,0
82782,1
79584,1
89359,0
73363,2
70385,1
68832,3
38135,1
58214,2
2991,2
4918,1
69573,2
73460,1
69677,2
89132,3
20399,3
94505,4
83168,0
7856,2
72129,1
8254,2
31672,0
95901,0
31583,2
22557,1
29118,1
3108,1
48595,3
44833,0
2105,4
26208,3
85306,0
23949,3
76325,1
49587,1
55831,3
20996,5
20313,0
159,3
11245,4
66298,3
68581,1
37485,2
71552,2
20729,0
67963,1
8647,1
76804,1
81227,1
22837,2
58754,0
76114,1
74980,6
52647,3
94264,1
37827,2
36393,3
31948,1
68079,2
53270,2
81465,2
45898,1
90081,2
16598,2
49311,5
10869,3
25442,3
22071,1
94014,1
40449,2
4525,0
52390,2
92026,2
9688,2
77516,2
60835,0
87595,2
20618,1
49955,1
60957,2
35353,1
41133,2
45211,0
95033,0
94389,0
59780,2
82701,3
77761,2
685,0
35954,1
30710,4
57054,3
21204,0
42369,3
27659,2
59112,1
17272,1
8368,2
90501,4
80283,0
5580,0
24944,2
18279,2
71859,2
46988,2
32475,4
92160,2
34072,1
43803,0
70469,2
56153,1
29153,1
14183,4
10832,3
73030,0
23932,5
27539,3
51043,1
64648,1
88302,2
64557,0
73754,1
53594,2
71222,2
77505,1
92004,1
10621,4
41559,2
59224,2
13833,2
16627,0
32697,0
68703,3
79709,4
1659,0
6440,3
23453,2
18787,1
52643,2
29707,1
56312,2
91289,2
72172,1
54984,1
92083,1
83993,4
76423,2
74438,2
72015,1
27579,1
96137,4
14465,0
52079,1
46052,0
67306,2
64783,3
75526,4
75739,1
61969,0
38319,1
49783,4
86029,2
47740,1
38935,0
95230,1
18343,2
86963,2
70373,0
46945,2
40192,1
1642,2
9464,2
83838,1
70755,4
35868,0
38569,1
74913,1
77899,0
44569,3
90862,4
21868,2
17409,1
23107,3
32717,1
18988,4
89859,1
21498,5
75558,1
17330,2
18084,1
20467,2
82652,2
27019,2
82286,2
87736,3
51178,0
15873,2
5706,1
84314,1
36845,3
49119,3
66668,3
78078,1
56622,5
67173,2
50326,1
87424,2
30247,1
96279,2
20071,0
7983,2
74682,2
67816,2
32791,4
11279,3
6799,2
58500,0
95718,3
48495,4
75005,2
37479,6
4714,1
89220,2
2719,3
45773,3
87777,0
84057,0
48673,5
11511,1
27827,0
50036,1
90313,2
74423,1
57584,2
80599,4
34726,4
10933,4
87840,1
95063,0
32691,4
33022,2
40704,0
85445,2
62601,2
8533,0
59506,0
74958,0
37562,2
29898,2
44978,2
36308,1
45743,2
17959,3
94207,1
36453,2
4496,3
72108,2
81228,1
88892,1
11479,3
75663,3
37755,3
29095,1
56330,1
66046,1
41409,0
92823,2
75530,0
48634,2
13444,0
54617,0
41824,0
54904,3
46882,1
38102,2
20905,2
81416,1
86793,2
27312,2
25203,1
39651,0
59957,1
37361,3
88680,1
60050,0
23499,1
51507,4
8597,2
7021,2
4030,1
37648,3
29917,2
37077,0
92837,1
90752,1
25607,0
28320,1
16675,1
75334,1
16377,2
73498,2
95391,3
40957,3
75149,2
42556,3
38555,2
30400,1
58928,0
95923,1
8921,2
12466,0
39319,0
89168,1
1531,1
4214,1
49407,2
81023,1
14188,1
42755,1
74391,2
44056,1
38766,1
49396,1
45321,0
44487,2
1135,1
15197,3
11966,2
58961,1
18195,2
6236,1
16915,0
24557,2
90884,0
46067,1
77216,1
57275,4
7522,0
35044,2
28190,5
22336,3
81746,0
47502,0
54812,1
63357,3
43502,2
68852,2
41641,4
28673,0
17107,1
94278,3
12234,1
72089,2
5401,2
79100,0
36603,1
85059,0
66600,4
50373,3
50252,3
25688,1
95896,2
33182,3
68519,3
33820,2
47676,1
94551,3
60070,1
71631,4
21813,0
74942,1
52658,0
28064,0
69993,2
31350,0
62850,1
42688,0
8674,0
91206,2
91270,4
8463,1
47838,0
36574,1
11455,2
4365,1
71687,2
27284,1
57792,1
12261,1
46215,3
23456,3
41729,2
73367,1
3494,4
18374,2
23471,1
7073,1
15746,1
67496,0
33405,3
79232,4
16179,4
38892,4
46952,1
1027,2
8852,5
65992,1
42160,3
839,2
2074,1
21281,3
56222,2
1524,1
11629,1
65891,0
52040,3
62064,0
56709,2
80562,4
78205,2
95571,1
53016,3
95003,1
89445,3
73800,0
31686,1
55852,2
73302,0
82668,2
83057,2
91378,2
20586,2
50782,3
95594,1
13520,1
5262,1
10794,1
39404,2
34042,1
22274,1
10634,1
51416,2
24894,3
58085,3
47272,2
81583,1
69811,4
74249,1
50833,2
44655,1
94173,0
78590,1
51623,4
19248,1
38925,2
75281,2
52532,1
55334,2
77932,1
14905,0
57717,1
48176,4
81203,1
94277,2
54197,2
20455,0
88079,0
87703,0
56478,1
14802,1
70342,1
1466,2
31417,4
14013,2
8212,0
94218,3
20239,2
23709,1
24640,3
68548,4
21572,2
50808,2
65504,1
86357,1
34428,0
5409,0
13046,0
71076,3
23892,2
14435,0
28927,1
78075,3
34022,0
9403,1
55682,3
95976,0
18252,4
17431,0
53902,3
61743,1
62506,1
43388,2
22707,0
94827,4
23026,3
77926,3
6784,3
93200,2
32566,2
60685,4
92374,1
56415,2
72857,2
13763,2
27780,1
38611,2
69357,1
69331,0
25473,2
26895,1
95529,1
25484,1
48204,3
49086,2
30678,0
48951,1
47393,1
88606,0
32448,0
33169,2
46330,2
16255,1
43405,3
69798,2
82244,1
55686,0
43313,3
68955,1
63003,3
31897,3
78461,0
21625,2
59976,2
51463,1
49276,3
26414,3
58909,1
56178,1
81852,1
26912,3
46813,2
68962,1
71458,3
41351,3
61227,1
6597,0
8507,0
86971,0
36046,3
84196,3
62504,1
76823,4
45264,1
8930,2
14477,2
20022,1
28530,0
87855,0
41854,1
62598,3
82359,2
70679,1
71183,0
65276,4
5097,2
85990,2
46124,2
68605,2
21899,0
94822,1
22730,3
27041,3
28222,2
11787,1
27478,2
55979,2
88356,1
62286,1
59341,1
40088,4
32132,3
12981,1
73911,1
31833,1
71879,5
52780,3
65573,0
56784,2
78966,1
7264,2
36992,4
90102,2
26804,2
76681,1
48061,6
36022,2
42136,1
15085,2
32830,5
55177,2
88939,1
82128,2
33351,1
65241,5
36620,2
29471,0
65621,0
29550,4
26560,1
57555,4
23018,2
68369,2
27389,4
3634,2
36782,0
88629,1
35344,1
46076,0
56583,1
27446,2
81333,1
84664,2
43190,0
34048,2
21814,2
19695,4
18947,0
85750,2
21928,3
26356,2
34008,0
52119,5
12859,0
67722,2
67281,2
92567,1
53124,5
31643,3
22588,2
9472,2
73898,1
3115,2
78073,1
50028,0
28929,3
68567,1
85433,2
65586,3
36401,2
4960,3
93254,1
31852,1
42285,5
90721,2
30662,2
7578,0
21144,2
41572,2
16538,2
36739,1
34723,2
39824,2
63555,0
95328,2
62239,4
83106,2
18421,3
49210,1
68463,2
62917,1
34299,2
95015,2
86115,2
12443,0
22301,1
18940,3
30793,2
9236,2
81351,2
95513,3
17790,0
35201,1
66405,1
93214,3
29813,3
40059,0
49260,0
55206,0
67245,2
45704,2
47925,0
37859,0
11528,5
71812,1
11238,4
51676,0
73811,1
48063,2
22235,2
13958,6
84486,2
52804,1
21510,3
75193,1
69922,1
36414,4
39654,0
58013,2
85062,0
64738,2
25842,2
5717,3
85237,2
17075,1
52757,1
65688,3
2733,4
46731,4
47825,3
89131,2
56695,2
53943,6
19949,1
11344,1
88016,2
36836,3
86983,3
18590,2
20757,1
67944,1
47359,1
58647,2
92793,0
84635,4
69449,3
55411,0
64499,2
23582,1
11437,1
46648,2
11161,0
26354,3
38862,2
76877,0
40304,1
50455,0
78469,6
63402,4
49305,1
72299,1
52018,4
45741,0
95866,2
6500,2
83970,2
32312,2
53182,1
18569,1
25363,2
18049,2
79090,1
70035,1
21672,3
49871,2
92586,0
80926,3
29773,0
4810,3
21597,0
2095,2
79164,3
8431,1
74016,6
47116,1
17181,2
41355,2
31428,3
75443,1
75913,1
50551,0
24286,0
54284,4
9353,2
2814,0
15555,1
4972,1
59245,3
44906,0
91191,0
79753,2
51191,1
44186,2
29145,1
61835,3
67780,2
6913,2
11273,1
24681,0
75442,3
67525,1
81099,1
7826,2
3340,1
59052,2
91806,5
4509,3
71863,2
11082,4
16193,2
1904,2
77248,2
53505,2
55741,2
33656,3
82837,1
95025,3
65581,1
91567,4
62687,0
11442,1
45888,2
67260,1
36225,2
13587,2
48967,1
70656,1
50744,2
95413,2
63953,0
8205,1
54826,2
88958,1
52325,3
78495,1
88436,1
91723,0
52340,0
86355,0
78870,3
50172,1
73128,3
53897,4
3462,1
62252,0
17798,3
26943,1
11488,3
36681,1
55129,2
54048,1
69400,1
27415,2
82235,1
80118,0
64305,2
75198,1
84976,1
62125,3
50396,0
39388,1
30743,1
17928,1
55377,1
50757,2
1921,2
64051,2
54646,4
49532,2
24512,3
78875,0
34716,0
9766,3
18017,3
64041,1
51424,3
9613,2
56671,4
86631,2
12576,3
22444,3
5534,1
79120,2
81721,3
35173,0
85956,1
33126,1
70789,0
59847,2
55527,1
81472,2
48652,2
83733,3
92313,0
27768,0
61154,0
53495,3
12543,2
69517,1
65918,2
74891,1
95592,1
29247,1
62648,0
64393,1
62400,0
14330,1
58396,1
15916,2
10269,1
88445,2
72949,2
13477,1
21781,1
65697,1
19733,0
59313,0
79957,1
85470,2
32583,3
65430,0
1373,2
33246,3
23511,2
47213,1
69056,3
1237,3
55659,1
21107,2
93901,0
66226,2
26084,3
18580,4
44894,3
76066,1
14878,4
32569,2
61302,2
84153,2
38532,1
49358,3
10861,3
37169,2
35911,1
48277,2
15411,0
49002,2
58895,1
11509,1
78083,4
70628,2
48674,1
45919,0
80243,0
16889,0
92305,2
15132,1
85942,2
17103,0
84247,1
57789,2
68776,2
93531,4
60806,2
48905,3
95383,0
94855,0
42051,1
62395,1
46794,0
66472,5
29028,4
71666,1
87125,3
81617,0
92214,2
1997,2
80250,1
70537,0
45306,2
81937,4
93420,1
13990,2
81470,1
7198,2
42809,0
78365,1
94262,3
50251,4
68545,1
70426,1
92280,2
16081,2
95382,2
59451,1
95617,1
35431,2
22782,1
38960,3
44800,0
54148,2
8255,3
64004,3
90460,0
82108,0
5415,2
2192,0
16462,3
23126,2
77382,1
22090,3
63729,2
49125,1
60606,3
67770,4
84480,1
19817,0
27394,2
2084,0
67890,2
91588,2
54720,3
87864,0
67891,3
28973,2
33463,1
46019,1
68933,0
35741,2
19026,3
62411,2
93648,1
85493,3
16781,3
31321,2
5310,1
9828,0
87319,2
18683,1
72288,0
43275,2
8556,2
52692,2
61815,2
13008,2
87322,4
78603,4
34904,0
65042,1
65420,2
46053,3
38458,1
12542,1
13803,1
21180,2
42903,1
52403,2
9277,1
53698,0
68589,3
54784,0
56513,0
60185,2
12860,1
4377,2
96020,1
40484,2
9536,4
9795,2
82744,1
31645,1
10173,2
73004,1
3682,0
74879,0
27856,5
92315,1
72525,0
65936,1
68896,2
52555,2
3326,2
60799,3
65389,3
5249,1
61817,2
5361,0
92663,2
232,4
13297,1
55448,1
71793,2
1868,0
93261,0
31908,0
50258,0
83129,2
76664,4
13388,1
27314,0
55723,4
19895,2
57289,3
29692,3
37017,3
33557,1
41174,2
69482,2
94797,3
46643,1
45230,1
95030,2
92041,3
36132,3
3532,2
53025,4
8376,4
25552,2
9068,1
88649,1
10100,4
90314,3
72511,2
71569,0
78224,2
71774,5
85185,1
88014,2
81608,1
65843,2
78193,3
73359,2
19622,1
76315,5
29097,1
47254,4
40151,2
61498,1
3366,1
30421,2
17529,2
89569,2
94166,4
72264,3
71066,4
56030,1
63441,2
51354,1
34665,4
46389,2
719,2
31261,4
33506,1
82995,2
11173,4
26902,2
92253,1
79779,1
51635,0
24527,2
76921,2
25460,2
81779,3
63492,3
497,2
94638,0
51199,2
92501,2
43937,2
94330,2
73306,1
74425,2
25102,3
5461,1
64194,1
23585,0
39762,1
77199,0
69342,0
44026,0
91079,1
78145,1
75608,4
73627,0
66377,0
58188,3
70079,0
61082,3
53611,2
45424,2
68984,2
6966,1
2830,2
68363,0
37617,2
78917,1
13918,2
38617,0
74509,1
5865,0
91805,2
3526,1
53117,3
12689,0
49633,1
49091,2
78485,2
16566,1
59776,2
16548,3
49448,0
63387,2
19679,0
207,2
75992,1
84686,2
71308,2
51708,1
57893,2
29239,4
58042,0
3192,1
15018,2
74025,4
22562,2
21757,1
78413,0
89458,2
12954,1
28259,1
30372,2
81485,2
1490,2
42071,1
29429,2
72246,1
36353,2
32859,1
79885,0
86733,3
26073,0
19414,1
21644,1
19179,0
58848,2
89337,4
28666,2
62858,2
72808,2
78946,2
88736,2
93971,0
53857,1
80525,4
77007,1
75776,2
70040,4
30182,1
70378,1
2760,1
36075,2
48229,0
37312,3
72369,1
74812,0
26650,1
36358,0
37639,1
88196,2
83020,2
18272,1
87219,1
38956,2
5508,2
33455,1
32307,4
42307,3
76597,1
52393,2
71471,0
66214,4
14422,3
74599,3
94294,6
82953,1
5726,1
57722,2
18183,0
87457,2
4237,4
51660,1
37499,0
1717,1
9946,2
1304,0
47993,1
18296,2
17276,1
92807,2
30795,1
50266,3
44749,1
61538,0
93455,1
61561,5
70592,3
41523,1
86718,0
85937,1
22821,0
72145,3
61499,0
56936,2
20199,3
23775,3
78994,3
31001,0
34936,3
94108,3
7185,1
59593,2
65029,0
9052,1
47607,2
86016,0
74991,4
54316,1
93484,2
41935,4
85896,2
3719,0
88104,2
62592,1
79579,0
32856,1
45544,2
81958,2
69615,1
67339,1
16725,1
57905,0
8379,2
58499,1
21021,2
69672,0
42873,1
20382,2
76771,1
10916,3
69563,1
69390,1
46146,2
25401,1
826,2
3455,3
82304,2
72298,2
44057,2
91211,3
72802,2
13406,0
47580,3
20811,1
39924,2
34481,3
75542,0
40534,3
4631,0
55373,1
5342,3
14959,3
47929,0
28425,1
69475,1
37706,2
94019,1
7412,1
65845,2
64096,2
12412,1
72636,3
85029,2
54745,1
8942,2
46110,0
6883,2
89326,1
17838,1
47205,1
87491,0
77194,1
82012,1
16120,0
51051,3
79685,2
39695,0
8686,0
13461,4
18939,1
16845,3
31572,1
8241,1
47427,2
78079,2
55816,0
56179,0
31238,2
35282,1
45051,0
59160,2
92634,3
55982,2
5826,2
84918,2
24440,3
82080,0
22225,2
61142,1
5678,1
75200,3
80289,3
65721,3
78863,3
76887,1
61954,2
81,2
21861,3
29851,1
54123,3
43152,1
3217,4
30802,3
82986,1
55270,0
77511,1
41178,1
89109,2
7155,1
25080,1
86350,3
90188,2
18451,4
73812,2
57549,0
18013,3
25780,0
57733,1
5125,1
62659,1
92811,1
25477,2
26321,0
44877,1
24064,3
95663,1
43316,1
85792,4
22440,1
5402,3
10845,2
68604,5
17217,4
42816,1
73728,3
87210,3
78373,2
9643,2
13608,0
75869,3
32401,3
48425,3
71901,2
78428,0
43921,5
29101,3
55954,1
19748,0
75764,2
78379,4
45949,2
93856,2
75109,1
72662,2
65316,2
38989,2
6323,2
50155,4
35142,2
38259,1
91473,1
33518,3
42783,0
7857,4
95791,3
86030,2
62369,1
58622,4
48261,1
43158,3
8032,4
39202,2
94189,0
15539,1
48579,3
11473,1
14971,2
49972,0
10060,1
68478,2
78621,0
54142,5
20647,0
59855,3
62076,0
74485,3
31872,2
20521,4
71549,4
21760,3
56745,1
76404,4
75534,3
3781,0
62371,1
76129,2
26303,3
20337,2
33202,4
61781,0
80210,2
35018,3
55486,2
43457,0
17923,2
3395,2
2861,0
71484,4
91964,1
90939,2
12085,0
92868,0
38888,2
89551,4
68816,2
87719,2
88955,3
76546,4
44647,3
15711,2
14537,1
5261,0
43369,0
12668,1
79033,1
57463,2
53306,1
94958,3
39076,4
46631,1
89444,1
96198,2
29811,2
84762,1
30358,1
58646,4
40301,0
15450,1
94961,3
2002,2
50248,4
62260,3
53872,4
56860,3
5914,4
31279,1
78930,0
19429,2
98,1
39462,1
82824,1
10891,2
84207,0
19287,2
46561,3
45250,1
56977,2
96289,2
61796,1
95207,1
46840,1
65361,0
72200,2
79451,1
27799,2
85810,1
46285,0
72365,1
20340,2
62389,3
8875,0
21739,1
67782,2
50243,3
5198,1
69226,2
40523,1
64216,2
26234,0
27746,2
24219,2
13360,1
32893,4
32846,0
42686,1
79067,2
60603,1
56291,2
71074,1
39815,3
72102,2
73100,0
56779,1
35377,0
13226,2
86663,4
10615,3
15038,3
87576,3
44308,0
70455,2
46954,2
51935,1
33108,1
11772,2
1625,3
45348,1
60195,4
73512,1
45378,1
53447,0
75918,1
15563,0
94369,1
74748,3
80576,2
21334,1
31571,1
92854,2
17072,2
96159,2
13293,4
83880,2
32229,3
88281,3
41115,4
28812,1
89742,0
1826,2
54992,2
738,2
46917,1
36726,2
24466,0
73896,2
91637,4
3368,0
89665,2
57783,0
68153,1
23280,1
35149,1
20871,2
69225,3
91888,2
5620,3
6193,0
21643,1
7043,1
93106,1
10883,1
55171,3
57720,1
73714,0
35702,2
54320,4
58307,1
801,1
81369,2
89105,4
89244,1
1335,0
26174,1
12761,1
87535,0
32720,4
74006,2
31630,0
68053,2
36266,2
56384,1
20742,2
35916,2
35148,0
61748,2
63731,4
83371,1
67300,1
65985,1
29801,2
80534,1
93403,0
28678,1
42617,2
13907,4
2669,2
62049,4
52581,4
29730,2
95361,1
90116,3
61926,0
41732,1
37877,1
25330,0
78258,1
69737,4
64953,2
66627,2
8801,3
50467,3
59871,3
4826,1
28997,2
51857,3
63349,1
92092,1
59257,0
53947,1
3206,1
63830,2
4791,5
4036,1
30096,2
26752,3
10846,1
91102,1
3547,4
14219,1
8989,0
166,0
90960,0
49176,2
64584,1
10896,3
83132,3
75234,1
20908,2
15790,1
75731,2
23790,2
16035,0
54136,3
62915,0
64203,0
36920,1
55479,1
33787,1
81431,2
41904,4
32634,2
56494,1
89739,0
82606,2
33874,3
73079,1
18964,1
80909,0
74107,2
82049,0
23083,1
75986,1
20039,1
69775,6
34232,2
95344,2
43001,1
58864,1
9596,0
3914,1
45653,1
94493,4
38084,0
29432,1
26914,0
5932,2
55575,3
32349,4
91558,1
46440,1
3349,5
80654,1
62677,1
56446,2
553,2
57999,3
24454,1
14055,2
541,2
31461,4
90660,1
41866,0
81078,2
42732,2
89868,2
14467,0
53440,1
90921,2
27093,1
79363,2
94200,1
11270,5
37196,2
82169,1
51484,3
79560,3
481,1
34013,0
48643,0
73625,1
29037,0
68968,1
3034,1
28713,1
32626,2
65740,0
27796,3
24667,4
1850,1
19670,2
7816,1
11093,3
21420,1
67825,0
79376,3
2278,1
28606,1
52299,2
2539,0
8327,2
34429,1
73107,1
60728,0
91217,0
40068,1
8161,2
38690,0
26163,0
80330,2
33461,0
29416,0
62054,1
65061,4
51195,2
3089,2
1074,1
71465,2
29120,2
26245,3
12292,2
70097,6
71064,4
6934,1
33133,2
25339,5
39074,3
94584,2
119,2
16583,2
9304,2
15948,2
50424,0
77550,0
24225,1
16799,1
78125,2
75551,4
16677,0
84054,1
92555,2
38708,3
19956,2
71653,2
93366,1
14451,0
18256,3
90962,0
21197,0
38121,2
24456,3
75311,3
43277,3
95583,0
21285,2
12213,4
40185,1
71205,0
58541,2
20371,2
28788,1
95606,1
64395,2
26373,1
39598,2
14100,2
35609,4
5001,1
57052,2
17598,2
41555,2
66043,2
59002,1
75227,1
37962,2
7948,2
55365,2
18505,4
13847,0
45607,2
77588,0
34815,1
37127,2
52123,0
26052,1
47634,1
87999,1
66167,0
94398,3
25154,2
58806,1
64331,3
3629,1
64452,1
12742,1
53550,3
20910,1
21947,3
13265,1
13207,2
60565,2
70115,3
44743,2
71043,1
70922,1
68760,1
53548,2
4372,0
32130,2
307,0
20094,2
15785,1
50225,0
93696,2
70794,2
59737,1
44296,1
71877,2
13000,2
59162,2
93021,1
93691,1
15629,0
20185,3
81909,0
16152,2
76694,1
22635,1
13364,0
87863,0
14822,1
56448,0
17221,1
41996,3
2574,2
64512,1
19437,1
8538,3
33280,2
35491,3
77621,1
94469,1
93703,1
61920,2
73212,0
88162,1
19138,2
54426,5
94949,1
37541,0
73948,1
74492,2
25707,2
66847,2
35662,1
88816,1
85893,4
81733,0
52747,2
87343,1
92979,3
2938,3
75237,0
23996,0
32334,3
3188,1
81268,0
70326,2
25919,2
28337,0
89628,2
17206,3
35312,2
3252,0
22643,1
88064,2
55591,1
10520,1
91848,3
31269,3
42673,1
19371,1
50181,0
41274,4
32592,1
34278,2
48498,0
27385,3
26515,0
55540,4
57055,2
22377,2
43965,1
51087,0
37471,2
82452,0
94196,2
24319,1
9796,1
59511,3
30221,0
14579,1
86481,5
93690,0
80870,2
33016,1
49982,3
20139,1
2552,4
22845,2
70255,0
42616,4
9487,2
1650,1
13101,2
53719,2
17402,1
30872,1
130,1
30664,2
13740,1
86780,0
74617,1
69008,2
26406,1
51460,1
12736,0
86510,2
50608,2
15670,5
20798,1
86931,2
62043,1
94357,3
15070,2
82802,1
45603,2
82739,0
16243,1
28077,2
34160,4
49244,0
70842,3
91875,2
48919,3
3043,2
91516,1
5563,0
19350,2
77458,2
86419,4
382,1
53586,2
72856,2
47650,2
18037,1
89046,2
38002,0
90697,4
87472,3
20431,0
31574,3
61646,1
54621,5
64969,3
95384,2
75167,2
37177,1
90552,1
50297,1
19192,2
88485,2
93476,1
27160,0
28599,4
44716,4
